name,owned,id,start_date,end_date,year
Russell Knox,5.88,223,2019-09-12,2019-09-15,2019
Johnson Wagner,5.52,223,2019-09-12,2019-09-15,2019
Brian Harman,5.34,223,2019-09-12,2019-09-15,2019
Talor Gooch,5.1,223,2019-09-12,2019-09-15,2019
Denny McCarthy,5.1,223,2019-09-12,2019-09-15,2019
Jason Dufner,4.86,223,2019-09-12,2019-09-15,2019
J.J. Spaun,4.8,223,2019-09-12,2019-09-15,2019
Martin Laird,4.62,223,2019-09-12,2019-09-15,2019
Joel Dahmen,4.44,223,2019-09-12,2019-09-15,2019
Cameron Smith,4.38,223,2019-09-12,2019-09-15,2019
Bud Cauley,4.38,223,2019-09-12,2019-09-15,2019
Hank Lebioda,4.26,223,2019-09-12,2019-09-15,2019
Harold Varner III,4.2,223,2019-09-12,2019-09-15,2019
Scott Brown,3.96,223,2019-09-12,2019-09-15,2019
Roger Sloan,3.9,223,2019-09-12,2019-09-15,2019
Kevin Na,3.78,223,2019-09-12,2019-09-15,2019
Nick Watney,3.72,223,2019-09-12,2019-09-15,2019
Ryan Armour,3.54,223,2019-09-12,2019-09-15,2019
Russell Henley,3.48,223,2019-09-12,2019-09-15,2019
Danny Lee,3.48,223,2019-09-12,2019-09-15,2019
Nate Lashley,3.42,223,2019-09-12,2019-09-15,2019
Bubba Watson,3.42,223,2019-09-12,2019-09-15,2019
Bronson Burgoon,3.36,223,2019-09-12,2019-09-15,2019
Harris English,2.94,223,2019-09-12,2019-09-15,2019
Shawn Stefani,2.76,223,2019-09-12,2019-09-15,2019
Zack Sucher,2.76,223,2019-09-12,2019-09-15,2019
Brian Stuard,2.64,223,2019-09-12,2019-09-15,2019
Jimmy Walker,2.4,223,2019-09-12,2019-09-15,2019
Beau Hossler,2.28,223,2019-09-12,2019-09-15,2019
Sung Kang,2.22,223,2019-09-12,2019-09-15,2019
Josh Teater,2.22,223,2019-09-12,2019-09-15,2019
Adam Schenk,2.16,223,2019-09-12,2019-09-15,2019
Bill Haas,2.1,223,2019-09-12,2019-09-15,2019
Carlos Ortiz,1.98,223,2019-09-12,2019-09-15,2019
Wes Roach,1.86,223,2019-09-12,2019-09-15,2019
Brice Garnett,1.86,223,2019-09-12,2019-09-15,2019
Sebastian Munoz,1.8,223,2019-09-12,2019-09-15,2019
D.J. Trahan,1.68,223,2019-09-12,2019-09-15,2019
Roberto Castro,1.68,223,2019-09-12,2019-09-15,2019
Jonathan Byrd,1.62,223,2019-09-12,2019-09-15,2019
Austin Cook,1.56,223,2019-09-12,2019-09-15,2019
Andrew Landry,1.5,223,2019-09-12,2019-09-15,2019
Dominic Bozzelli,1.38,223,2019-09-12,2019-09-15,2019
Tom Hoge,1.32,223,2019-09-12,2019-09-15,2019
Richy Werenski,1.32,223,2019-09-12,2019-09-15,2019
Robert Garrigus,1.26,223,2019-09-12,2019-09-15,2019
Robert Streb,1.2,223,2019-09-12,2019-09-15,2019
Matt Jones,1.14,223,2019-09-12,2019-09-15,2019
Matt Every,1.14,223,2019-09-12,2019-09-15,2019
J.B. Holmes,1.08,223,2019-09-12,2019-09-15,2019
Ted Potter Jr.,1.02,223,2019-09-12,2019-09-15,2019
Arjun Atwal,1.02,223,2019-09-12,2019-09-15,2019
Brendan Steele,1.02,223,2019-09-12,2019-09-15,2019
Kyoung-Hoon Lee,1.02,223,2019-09-12,2019-09-15,2019
Branden Grace,1.02,223,2019-09-12,2019-09-15,2019
Peter Uihlein,0.84,223,2019-09-12,2019-09-15,2019
Jamie Lovemark,0.78,223,2019-09-12,2019-09-15,2019
Zac Blair,0.78,223,2019-09-12,2019-09-15,2019
Rafael Campos,0.78,223,2019-09-12,2019-09-15,2019
Ryan Brehm,0.78,223,2019-09-12,2019-09-15,2019
Scott Stallings,0.78,223,2019-09-12,2019-09-15,2019
Tyler McCumber,0.78,223,2019-09-12,2019-09-15,2019
George McNeill,0.78,223,2019-09-12,2019-09-15,2019
Rhein Gibson,0.78,223,2019-09-12,2019-09-15,2019
Kevin Chappell,0.78,223,2019-09-12,2019-09-15,2019
Maverick McNealy,0.78,223,2019-09-12,2019-09-15,2019
Doug Ghim,0.78,223,2019-09-12,2019-09-15,2019
Lanto Griffin,0.78,223,2019-09-12,2019-09-15,2019
Cameron Percy,0.78,223,2019-09-12,2019-09-15,2019
Henrik Norlander,0.78,223,2019-09-12,2019-09-15,2019
Mark Hubbard,0.78,223,2019-09-12,2019-09-15,2019
Chase Seiffert,0.78,223,2019-09-12,2019-09-15,2019
Brendon De Jonge,0.72,223,2019-09-12,2019-09-15,2019
Scottie Scheffler,0.72,223,2019-09-12,2019-09-15,2019
Kristoffer Ventura,0.72,223,2019-09-12,2019-09-15,2019
Michael Gligic,0.72,223,2019-09-12,2019-09-15,2019
Sebastian Cappelen,0.72,223,2019-09-12,2019-09-15,2019
Tim Wilkinson,0.72,223,2019-09-12,2019-09-15,2019
Xinjun Zhang,0.72,223,2019-09-12,2019-09-15,2019
John Huh,0.72,223,2019-09-12,2019-09-15,2019
Robby Shelton,0.72,223,2019-09-12,2019-09-15,2019
Joseph Bramlett,0.72,223,2019-09-12,2019-09-15,2019
D.A. Points,0.72,223,2019-09-12,2019-09-15,2019
Ben Taylor,0.72,223,2019-09-12,2019-09-15,2019
Daniel Summerhays,0.72,223,2019-09-12,2019-09-15,2019
Mark Anderson,0.72,223,2019-09-12,2019-09-15,2019
Rob Oppenheim,0.72,223,2019-09-12,2019-09-15,2019
Grayson Murray,0.72,223,2019-09-12,2019-09-15,2019
Scott Harrington,0.66,223,2019-09-12,2019-09-15,2019
John Daly,0.66,223,2019-09-12,2019-09-15,2019
Brandon Hagy,0.66,223,2019-09-12,2019-09-15,2019
Adam Long,0.66,223,2019-09-12,2019-09-15,2019
Bo Hoag,0.66,223,2019-09-12,2019-09-15,2019
Morgan Hoffmann,0.66,223,2019-09-12,2019-09-15,2019
Hayden Springer,0.66,223,2019-09-12,2019-09-15,2019
Matthew NeSmith,0.66,223,2019-09-12,2019-09-15,2019
Rod Pampling,0.66,223,2019-09-12,2019-09-15,2019
Chris Baker,0.66,223,2019-09-12,2019-09-15,2019
Jim Herman,0.66,223,2019-09-12,2019-09-15,2019
Nelson Ledesma,0.66,223,2019-09-12,2019-09-15,2019
Whee Kim,0.66,223,2019-09-12,2019-09-15,2019
Vince Covello,0.66,223,2019-09-12,2019-09-15,2019
Davey Jude,0.66,223,2019-09-12,2019-09-15,2019
Anirban Lahiri,0.54,223,2019-09-12,2019-09-15,2019
Patton Kizzire,0.48,223,2019-09-12,2019-09-15,2019
Kramer Hickok,0.42,223,2019-09-12,2019-09-15,2019
Fabian Gomez,0.42,223,2019-09-12,2019-09-15,2019
Patrick Rodgers,0.42,223,2019-09-12,2019-09-15,2019
Boo Weekley,0.36,223,2019-09-12,2019-09-15,2019
Ryan Blaum,0.36,223,2019-09-12,2019-09-15,2019
Ben Crane,0.36,223,2019-09-12,2019-09-15,2019
Tyler Duncan,0.36,223,2019-09-12,2019-09-15,2019
David Lingmerth,0.3,223,2019-09-12,2019-09-15,2019
Tom Lewis,0.3,223,2019-09-12,2019-09-15,2019
Seamus Power,0.3,223,2019-09-12,2019-09-15,2019
David Hearn,0.3,223,2019-09-12,2019-09-15,2019
John Senden,0.18,223,2019-09-12,2019-09-15,2019
Sang-Moon Bae,0.18,223,2019-09-12,2019-09-15,2019
Cameron Davis,0.18,223,2019-09-12,2019-09-15,2019
Alex Cejka,0.12,223,2019-09-12,2019-09-15,2019
Brendon Todd,0.12,223,2019-09-12,2019-09-15,2019
J.J. Henry,0.12,223,2019-09-12,2019-09-15,2019
Martin Trainer,0.12,223,2019-09-12,2019-09-15,2019
Billy Hurley,0.06,223,2019-09-12,2019-09-15,2019
Fredrik Jacobson,0.06,223,2019-09-12,2019-09-15,2019
Michael Kim,0.06,223,2019-09-12,2019-09-15,2019
Vaughn Taylor,13.98,224,2019-09-19,2019-09-22,2019
Joaquin Niemann,13.92,224,2019-09-19,2019-09-22,2019
Sungjae Im,13.5,224,2019-09-19,2019-09-22,2019
Scottie Scheffler,12.54,224,2019-09-19,2019-09-22,2019
Byeong Hun An,11.94,224,2019-09-19,2019-09-22,2019
Cameron Tringale,11.7,224,2019-09-19,2019-09-22,2019
Lucas Glover,8.94,224,2019-09-19,2019-09-22,2019
Zach Johnson,7.68,224,2019-09-19,2019-09-22,2019
Doc Redman,7.68,224,2019-09-19,2019-09-22,2019
Sam Burns,7.38,224,2019-09-19,2019-09-22,2019
Johnson Wagner,7.38,224,2019-09-19,2019-09-22,2019
Nick Taylor,7.2,224,2019-09-19,2019-09-22,2019
Sam Ryder,6.66,224,2019-09-19,2019-09-22,2019
Sepp Straka,6.6,224,2019-09-19,2019-09-22,2019
Kyle Stanley,6.3,224,2019-09-19,2019-09-22,2019
Denny McCarthy,5.88,224,2019-09-19,2019-09-22,2019
Brian Harman,5.82,224,2019-09-19,2019-09-22,2019
Kevin Streelman,5.7,224,2019-09-19,2019-09-22,2019
Peter Malnati,5.58,224,2019-09-19,2019-09-22,2019
Russell Henley,5.46,224,2019-09-19,2019-09-22,2019
Wyndham Clark,5.4,224,2019-09-19,2019-09-22,2019
Aaron Wise,5.28,224,2019-09-19,2019-09-22,2019
Cameron Smith,5.28,224,2019-09-19,2019-09-22,2019
Emiliano Grillo,5.22,224,2019-09-19,2019-09-22,2019
Brandt Snedeker,4.92,224,2019-09-19,2019-09-22,2019
Shawn Stefani,4.8,224,2019-09-19,2019-09-22,2019
Martin Laird,4.68,224,2019-09-19,2019-09-22,2019
Sebastian Munoz,4.62,224,2019-09-19,2019-09-22,2019
Corey Conners,4.5,224,2019-09-19,2019-09-22,2019
J.T. Poston,4.26,224,2019-09-19,2019-09-22,2019
Jason Dufner,4.02,224,2019-09-19,2019-09-22,2019
Scott Brown,3.96,224,2019-09-19,2019-09-22,2019
Ryan Armour,3.9,224,2019-09-19,2019-09-22,2019
Robby Shelton,3.84,224,2019-09-19,2019-09-22,2019
Dylan Frittelli,3.72,224,2019-09-19,2019-09-22,2019
Bronson Burgoon,3.72,224,2019-09-19,2019-09-22,2019
Andrew Landry,3.66,224,2019-09-19,2019-09-22,2019
Henrik Norlander,3.66,224,2019-09-19,2019-09-22,2019
Hank Lebioda,3.6,224,2019-09-19,2019-09-22,2019
Grayson Murray,3.6,224,2019-09-19,2019-09-22,2019
Adam Schenk,3.48,224,2019-09-19,2019-09-22,2019
Michael Thompson,3.3,224,2019-09-19,2019-09-22,2019
Doug Ghim,3.18,224,2019-09-19,2019-09-22,2019
Zack Sucher,3.12,224,2019-09-19,2019-09-22,2019
Bill Haas,3.06,224,2019-09-19,2019-09-22,2019
Robert Streb,2.76,224,2019-09-19,2019-09-22,2019
Austin Cook,2.7,224,2019-09-19,2019-09-22,2019
Jamie Lovemark,2.64,224,2019-09-19,2019-09-22,2019
J.J. Spaun,2.64,224,2019-09-19,2019-09-22,2019
Brian Stuard,2.52,224,2019-09-19,2019-09-22,2019
Brice Garnett,2.4,224,2019-09-19,2019-09-22,2019
Josh Teater,2.4,224,2019-09-19,2019-09-22,2019
Roberto Castro,2.34,224,2019-09-19,2019-09-22,2019
Lanto Griffin,2.16,224,2019-09-19,2019-09-22,2019
D.J. Trahan,2.1,224,2019-09-19,2019-09-22,2019
Harris English,2.1,224,2019-09-19,2019-09-22,2019
Carlos Ortiz,1.98,224,2019-09-19,2019-09-22,2019
Charley Hoffman,1.92,224,2019-09-19,2019-09-22,2019
Tyler McCumber,1.86,224,2019-09-19,2019-09-22,2019
Richy Werenski,1.74,224,2019-09-19,2019-09-22,2019
Kramer Hickok,1.74,224,2019-09-19,2019-09-22,2019
Cameron Champ,1.68,224,2019-09-19,2019-09-22,2019
Wes Roach,1.68,224,2019-09-19,2019-09-22,2019
Brandon Hagy,1.56,224,2019-09-19,2019-09-22,2019
Brendon Todd,1.5,224,2019-09-19,2019-09-22,2019
David Hearn,1.44,224,2019-09-19,2019-09-22,2019
Matt Jones,1.38,224,2019-09-19,2019-09-22,2019
Scott Stallings,1.38,224,2019-09-19,2019-09-22,2019
Xinjun Zhang,1.38,224,2019-09-19,2019-09-22,2019
Dominic Bozzelli,1.38,224,2019-09-19,2019-09-22,2019
Jonathan Byrd,1.32,224,2019-09-19,2019-09-22,2019
Si Woo Kim,1.26,224,2019-09-19,2019-09-22,2019
Luke List,1.26,224,2019-09-19,2019-09-22,2019
Chad Campbell,1.14,224,2019-09-19,2019-09-22,2019
Matt Every,1.08,224,2019-09-19,2019-09-22,2019
Tom Hoge,1.08,224,2019-09-19,2019-09-22,2019
Peter Uihlein,1.08,224,2019-09-19,2019-09-22,2019
Chase Seiffert,1.08,224,2019-09-19,2019-09-22,2019
Robert Garrigus,0.96,224,2019-09-19,2019-09-22,2019
Stewart Cink,0.96,224,2019-09-19,2019-09-22,2019
Jimmy Walker,0.96,224,2019-09-19,2019-09-22,2019
Anirban Lahiri,0.96,224,2019-09-19,2019-09-22,2019
Patrick Rodgers,0.84,224,2019-09-19,2019-09-22,2019
Ted Potter Jr.,0.84,224,2019-09-19,2019-09-22,2019
Zac Blair,0.84,224,2019-09-19,2019-09-22,2019
Harry Higgs,0.78,224,2019-09-19,2019-09-22,2019
Maverick McNealy,0.78,224,2019-09-19,2019-09-22,2019
David Lingmerth,0.78,224,2019-09-19,2019-09-22,2019
Cameron Percy,0.78,224,2019-09-19,2019-09-22,2019
Patton Kizzire,0.78,224,2019-09-19,2019-09-22,2019
Braden Thornberry,0.72,224,2019-09-19,2019-09-22,2019
Ben Martin,0.72,224,2019-09-19,2019-09-22,2019
Brian Gay,0.72,224,2019-09-19,2019-09-22,2019
Ricky Barnes,0.72,224,2019-09-19,2019-09-22,2019
K.J. Choi,0.72,224,2019-09-19,2019-09-22,2019
Davis Riley,0.72,224,2019-09-19,2019-09-22,2019
Kevin Stadler,0.72,224,2019-09-19,2019-09-22,2019
Fabian Gomez,0.72,224,2019-09-19,2019-09-22,2019
Michael Gligic,0.66,224,2019-09-19,2019-09-22,2019
Derek Ernst,0.66,224,2019-09-19,2019-09-22,2019
Adam Long,0.66,224,2019-09-19,2019-09-22,2019
Daniel Chopra,0.66,224,2019-09-19,2019-09-22,2019
John Rollins,0.66,224,2019-09-19,2019-09-22,2019
Tommy Gainey,0.66,224,2019-09-19,2019-09-22,2019
Michael Gellerman,0.66,224,2019-09-19,2019-09-22,2019
John Merrick,0.66,224,2019-09-19,2019-09-22,2019
Tim Herron,0.66,224,2019-09-19,2019-09-22,2019
Boo Weekley,0.66,224,2019-09-19,2019-09-22,2019
Akshay Bhatia,0.66,224,2019-09-19,2019-09-22,2019
Justin Suh,0.66,224,2019-09-19,2019-09-22,2019
Vincent Whaley,0.66,224,2019-09-19,2019-09-22,2019
Robert Allenby,0.6,224,2019-09-19,2019-09-22,2019
Matthew NeSmith,0.6,224,2019-09-19,2019-09-22,2019
Arjun Atwal,0.6,224,2019-09-19,2019-09-22,2019
Cameron Davis,0.6,224,2019-09-19,2019-09-22,2019
Tyler Duncan,0.6,224,2019-09-19,2019-09-22,2019
Kyoung-Hoon Lee,0.6,224,2019-09-19,2019-09-22,2019
Greg Sonnier,0.6,224,2019-09-19,2019-09-22,2019
Rhein Gibson,0.54,224,2019-09-19,2019-09-22,2019
Rafael Campos,0.54,224,2019-09-19,2019-09-22,2019
Alex Cejka,0.54,224,2019-09-19,2019-09-22,2019
Ryan Brehm,0.48,224,2019-09-19,2019-09-22,2019
Ryan Blaum,0.42,224,2019-09-19,2019-09-22,2019
Jim Herman,0.42,224,2019-09-19,2019-09-22,2019
George McNeill,0.42,224,2019-09-19,2019-09-22,2019
Chesson Hadley,0.42,224,2019-09-19,2019-09-22,2019
Seamus Power,0.36,224,2019-09-19,2019-09-22,2019
Mark Hubbard,0.36,224,2019-09-19,2019-09-22,2019
Bo Hoag,0.3,224,2019-09-19,2019-09-22,2019
Chris Baker,0.3,224,2019-09-19,2019-09-22,2019
Billy Hurley,0.3,224,2019-09-19,2019-09-22,2019
Sang-Moon Bae,0.24,224,2019-09-19,2019-09-22,2019
Sebastian Cappelen,0.24,224,2019-09-19,2019-09-22,2019
Joseph Bramlett,0.24,224,2019-09-19,2019-09-22,2019
Scott Harrington,0.24,224,2019-09-19,2019-09-22,2019
Rob Oppenheim,0.18,224,2019-09-19,2019-09-22,2019
Parker McLachlin,0.18,224,2019-09-19,2019-09-22,2019
Tim Wilkinson,0.18,224,2019-09-19,2019-09-22,2019
Martin Trainer,0.18,224,2019-09-19,2019-09-22,2019
John Senden,0.18,224,2019-09-19,2019-09-22,2019
Fredrik Jacobson,0.12,224,2019-09-19,2019-09-22,2019
J.J. Henry,0.12,224,2019-09-19,2019-09-22,2019
Michael Kim,0.12,224,2019-09-19,2019-09-22,2019
Ben Crane,0.12,224,2019-09-19,2019-09-22,2019
Mark Anderson,0.12,224,2019-09-19,2019-09-22,2019
Ben Taylor,0.06,224,2019-09-19,2019-09-22,2019
Vince Covello,0.06,224,2019-09-19,2019-09-22,2019
Morgan Hoffmann,0.06,224,2019-09-19,2019-09-22,2019
Brendon De Jonge,0.06,224,2019-09-19,2019-09-22,2019
Nelson Ledesma,0,224,2019-09-19,2019-09-22,2019
Sungjae Im,16.98,225,2019-09-26,2019-09-29,2019
Byeong Hun An,16.44,225,2019-09-26,2019-09-29,2019
Collin Morikawa,15.3,225,2019-09-26,2019-09-29,2019
Scott Piercy,13.74,225,2019-09-26,2019-09-29,2019
Patrick Cantlay,13.38,225,2019-09-26,2019-09-29,2019
Kevin Chappell,13.14,225,2019-09-26,2019-09-29,2019
Vaughn Taylor,12.3,225,2019-09-26,2019-09-29,2019
Cameron Tringale,11.7,225,2019-09-26,2019-09-29,2019
Lucas Glover,11.46,225,2019-09-26,2019-09-29,2019
Adam Scott,11.22,225,2019-09-26,2019-09-29,2019
Doc Redman,10.8,225,2019-09-26,2019-09-29,2019
Sebastian Munoz,10.68,225,2019-09-26,2019-09-29,2019
Hideki Matsuyama,9.9,225,2019-09-26,2019-09-29,2019
Robby Shelton,9.72,225,2019-09-26,2019-09-29,2019
Justin Thomas,9.06,225,2019-09-26,2019-09-29,2019
Bryson DeChambeau,8.88,225,2019-09-26,2019-09-29,2019
Kevin Streelman,8.88,225,2019-09-26,2019-09-29,2019
Corey Conners,8.4,225,2019-09-26,2019-09-29,2019
Daniel Berger,8.28,225,2019-09-26,2019-09-29,2019
Brandt Snedeker,8.16,225,2019-09-26,2019-09-29,2019
Nick Taylor,7.98,225,2019-09-26,2019-09-29,2019
Emiliano Grillo,7.98,225,2019-09-26,2019-09-29,2019
Kyle Stanley,7.38,225,2019-09-26,2019-09-29,2019
Bud Cauley,7.32,225,2019-09-26,2019-09-29,2019
Sepp Straka,7.14,225,2019-09-26,2019-09-29,2019
Chez Reavie,7.14,225,2019-09-26,2019-09-29,2019
Wyndham Clark,6.9,225,2019-09-26,2019-09-29,2019
Marc Leishman,6.6,225,2019-09-26,2019-09-29,2019
Adam Hadwin,6.24,225,2019-09-26,2019-09-29,2019
Abraham Ancer,6.06,225,2019-09-26,2019-09-29,2019
Francesco Molinari,6,225,2019-09-26,2019-09-29,2019
Charles Howell III,5.94,225,2019-09-26,2019-09-29,2019
Harry Higgs,5.76,225,2019-09-26,2019-09-29,2019
Roger Sloan,5.76,225,2019-09-26,2019-09-29,2019
Adam Schenk,5.76,225,2019-09-26,2019-09-29,2019
Harris English,5.7,225,2019-09-26,2019-09-29,2019
Harold Varner III,5.7,225,2019-09-26,2019-09-29,2019
Andrew Landry,5.16,225,2019-09-26,2019-09-29,2019
Jim Furyk,5.04,225,2019-09-26,2019-09-29,2019
Grayson Murray,4.74,225,2019-09-26,2019-09-29,2019
Kristoffer Ventura,4.56,225,2019-09-26,2019-09-29,2019
Joel Dahmen,4.5,225,2019-09-26,2019-09-29,2019
Sam Ryder,4.38,225,2019-09-26,2019-09-29,2019
Martin Laird,4.26,225,2019-09-26,2019-09-29,2019
Lanto Griffin,4.2,225,2019-09-26,2019-09-29,2019
Bronson Burgoon,4.08,225,2019-09-26,2019-09-29,2019
Kevin Na,4.02,225,2019-09-26,2019-09-29,2019
Austin Cook,3.96,225,2019-09-26,2019-09-29,2019
Jason Dufner,3.72,225,2019-09-26,2019-09-29,2019
Dylan Frittelli,3.6,225,2019-09-26,2019-09-29,2019
J.J. Spaun,3.3,225,2019-09-26,2019-09-29,2019
Tom Hoge,3.12,225,2019-09-26,2019-09-29,2019
Henrik Norlander,3.06,225,2019-09-26,2019-09-29,2019
Si Woo Kim,3,225,2019-09-26,2019-09-29,2019
Brice Garnett,2.88,225,2019-09-26,2019-09-29,2019
Peter Malnati,2.88,225,2019-09-26,2019-09-29,2019
Mackenzie Hughes,2.88,225,2019-09-26,2019-09-29,2019
Troy Merritt,2.88,225,2019-09-26,2019-09-29,2019
Nate Lashley,2.88,225,2019-09-26,2019-09-29,2019
Robert Streb,2.82,225,2019-09-26,2019-09-29,2019
Michael Thompson,2.76,225,2019-09-26,2019-09-29,2019
Nick Watney,2.7,225,2019-09-26,2019-09-29,2019
Charley Hoffman,2.7,225,2019-09-26,2019-09-29,2019
Luke List,2.64,225,2019-09-26,2019-09-29,2019
Cameron Champ,2.64,225,2019-09-26,2019-09-29,2019
Beau Hossler,2.4,225,2019-09-26,2019-09-29,2019
Danny Lee,2.34,225,2019-09-26,2019-09-29,2019
Brian Stuard,2.28,225,2019-09-26,2019-09-29,2019
Pat Perez,2.28,225,2019-09-26,2019-09-29,2019
Tyler McCumber,2.28,225,2019-09-26,2019-09-29,2019
Jamie Lovemark,2.22,225,2019-09-26,2019-09-29,2019
Hank Lebioda,2.1,225,2019-09-26,2019-09-29,2019
Talor Gooch,2.04,225,2019-09-26,2019-09-29,2019
Phil Mickelson,2.04,225,2019-09-26,2019-09-29,2019
Mark Hubbard,1.92,225,2019-09-26,2019-09-29,2019
Brendon Todd,1.8,225,2019-09-26,2019-09-29,2019
Max Homa,1.74,225,2019-09-26,2019-09-29,2019
Sung Kang,1.74,225,2019-09-26,2019-09-29,2019
Akshay Bhatia,1.74,225,2019-09-26,2019-09-29,2019
David Hearn,1.68,225,2019-09-26,2019-09-29,2019
Ryan Moore,1.68,225,2019-09-26,2019-09-29,2019
Carlos Ortiz,1.68,225,2019-09-26,2019-09-29,2019
Scott Brown,1.56,225,2019-09-26,2019-09-29,2019
Jhonattan Vegas,1.56,225,2019-09-26,2019-09-29,2019
Patrick Rodgers,1.44,225,2019-09-26,2019-09-29,2019
Chesson Hadley,1.44,225,2019-09-26,2019-09-29,2019
Xinjun Zhang,1.26,225,2019-09-26,2019-09-29,2019
Patton Kizzire,1.2,225,2019-09-26,2019-09-29,2019
Anirban Lahiri,1.2,225,2019-09-26,2019-09-29,2019
Adam Long,1.14,225,2019-09-26,2019-09-29,2019
Brandon Hagy,1.08,225,2019-09-26,2019-09-29,2019
Chase Seiffert,1.02,225,2019-09-26,2019-09-29,2019
Kevin Tway,1.02,225,2019-09-26,2019-09-29,2019
Dominic Bozzelli,0.96,225,2019-09-26,2019-09-29,2019
Matt Every,0.96,225,2019-09-26,2019-09-29,2019
Brian Gay,0.9,225,2019-09-26,2019-09-29,2019
C.T. Pan,0.84,225,2019-09-26,2019-09-29,2019
Fabian Gomez,0.84,225,2019-09-26,2019-09-29,2019
Satoshi Kodaira,0.78,225,2019-09-26,2019-09-29,2019
Michael Gligic,0.78,225,2019-09-26,2019-09-29,2019
Kevin Stadler,0.78,225,2019-09-26,2019-09-29,2019
Cameron Percy,0.78,225,2019-09-26,2019-09-29,2019
Scott Harrington,0.78,225,2019-09-26,2019-09-29,2019
Michael Gellerman,0.78,225,2019-09-26,2019-09-29,2019
John Huh,0.72,225,2019-09-26,2019-09-29,2019
Ricky Barnes,0.72,225,2019-09-26,2019-09-29,2019
Bo Van Pelt,0.72,225,2019-09-26,2019-09-29,2019
Tyler Duncan,0.72,225,2019-09-26,2019-09-29,2019
Colt Knost,0.72,225,2019-09-26,2019-09-29,2019
Fred Couples,0.72,225,2019-09-26,2019-09-29,2019
Maverick McNealy,0.66,225,2019-09-26,2019-09-29,2019
Tony Romo,0.66,225,2019-09-26,2019-09-29,2019
Zac Blair,0.66,225,2019-09-26,2019-09-29,2019
Brendan Steele,0.6,225,2019-09-26,2019-09-29,2019
Ryan Brehm,0.6,225,2019-09-26,2019-09-29,2019
Matthew NeSmith,0.6,225,2019-09-26,2019-09-29,2019
Kyoung-Hoon Lee,0.54,225,2019-09-26,2019-09-29,2019
Rob Oppenheim,0.48,225,2019-09-26,2019-09-29,2019
Rafael Campos,0.48,225,2019-09-26,2019-09-29,2019
Rhein Gibson,0.42,225,2019-09-26,2019-09-29,2019
Chris Stroud,0.42,225,2019-09-26,2019-09-29,2019
George McNeill,0.36,225,2019-09-26,2019-09-29,2019
Aaron Baddeley,0.36,225,2019-09-26,2019-09-29,2019
Sebastian Cappelen,0.3,225,2019-09-26,2019-09-29,2019
Ben Martin,0.3,225,2019-09-26,2019-09-29,2019
Chris Baker,0.3,225,2019-09-26,2019-09-29,2019
John Daly,0.24,225,2019-09-26,2019-09-29,2019
Sang-Moon Bae,0.24,225,2019-09-26,2019-09-29,2019
Bo Hoag,0.24,225,2019-09-26,2019-09-29,2019
Mark Anderson,0.24,225,2019-09-26,2019-09-29,2019
Morgan Hoffmann,0.18,225,2019-09-26,2019-09-29,2019
Martin Trainer,0.12,225,2019-09-26,2019-09-29,2019
Michael Kim,0.12,225,2019-09-26,2019-09-29,2019
Vince Covello,0.12,225,2019-09-26,2019-09-29,2019
Vincent Whaley,0.12,225,2019-09-26,2019-09-29,2019
Nelson Ledesma,0.06,225,2019-09-26,2019-09-29,2019
Ben Taylor,0.06,225,2019-09-26,2019-09-29,2019
Scottie Scheffler,22.68,226,2019-10-03,2019-10-06,2019
Collin Morikawa,17.28,226,2019-10-03,2019-10-06,2019
Joaquin Niemann,16.14,226,2019-10-03,2019-10-06,2019
Webb Simpson,15.24,226,2019-10-03,2019-10-06,2019
Byeong Hun An,15.24,226,2019-10-03,2019-10-06,2019
Aaron Wise,14.7,226,2019-10-03,2019-10-06,2019
Jason Kokrak,13.68,226,2019-10-03,2019-10-06,2019
Scott Piercy,13.38,226,2019-10-03,2019-10-06,2019
Patrick Cantlay,12.3,226,2019-10-03,2019-10-06,2019
Tom Lewis,11.88,226,2019-10-03,2019-10-06,2019
Doc Redman,11.64,226,2019-10-03,2019-10-06,2019
Sebastian Munoz,11.52,226,2019-10-03,2019-10-06,2019
Hideki Matsuyama,11.04,226,2019-10-03,2019-10-06,2019
Robby Shelton,10.44,226,2019-10-03,2019-10-06,2019
Kevin Streelman,10.2,226,2019-10-03,2019-10-06,2019
Tony Finau,10.14,226,2019-10-03,2019-10-06,2019
Bryson DeChambeau,9.66,226,2019-10-03,2019-10-06,2019
Emiliano Grillo,9.48,226,2019-10-03,2019-10-06,2019
Rory Sabbatini,8.46,226,2019-10-03,2019-10-06,2019
Sam Burns,8.46,226,2019-10-03,2019-10-06,2019
Harold Varner III,8.28,226,2019-10-03,2019-10-06,2019
Adam Scott,8.22,226,2019-10-03,2019-10-06,2019
Chez Reavie,8.16,226,2019-10-03,2019-10-06,2019
Brian Harman,8.16,226,2019-10-03,2019-10-06,2019
Matthew Wolff,8.1,226,2019-10-03,2019-10-06,2019
Bud Cauley,7.92,226,2019-10-03,2019-10-06,2019
Russell Knox,7.86,226,2019-10-03,2019-10-06,2019
Kyle Stanley,7.8,226,2019-10-03,2019-10-06,2019
Gary Woodland,7.8,226,2019-10-03,2019-10-06,2019
Daniel Berger,7.68,226,2019-10-03,2019-10-06,2019
Brandt Snedeker,7.5,226,2019-10-03,2019-10-06,2019
Adam Hadwin,7.44,226,2019-10-03,2019-10-06,2019
