season,tourname,tourid,start_date,end_date,type,tournum,scrape_timestamp
2003,Mercedes Championships,R2003016,2003-01-09,2003-01-12,STD,10,2020-01-25T18:36:28Z
2003,Sony Open in Hawaii,R2003006,2003-01-16,2003-01-19,STD,20,2020-01-25T18:36:28Z
2003,Phoenix Open,R2003003,2003-01-23,2003-01-26,STD,30,2020-01-25T18:36:28Z
2003,Bob Hope Chrysler Classic,R2003002,2003-01-29,2003-02-02,STD,40,2020-01-25T18:36:28Z
2003,AT&T Pebble Beach National Pro-Am,R2003005,2003-02-06,2003-02-09,STD,50,2020-01-25T18:36:28Z
2003,Buick Invitational,R2003004,2003-02-13,2003-02-16,STD,60,2020-01-25T18:36:28Z
2003,Nissan Open,R2003007,2003-02-20,2003-02-23,STD,70,2020-01-25T18:36:28Z
2003,Chrysler Classic of Tucson,R2003001,2003-02-27,2003-03-02,STD,80,2020-01-25T18:36:28Z
2003,World Golf Championships-Accenture Match Play Championship,R2003470,2003-02-27,2003-03-02,STD,90,2020-01-25T18:36:28Z
2003,Ford Championship at Doral,R2003008,2003-03-06,2003-03-09,STD,100,2020-01-25T18:36:28Z
2003,The Honda Classic,R2003010,2003-03-13,2003-03-16,STD,110,2020-01-25T18:36:28Z
2003,Bay Hill Invitational presented by Cooper Tires,R2003009,2003-03-20,2003-03-23,STD,120,2020-01-25T18:36:28Z
2003,THE PLAYERS Championship,R2003011,2003-03-27,2003-03-30,STD,130,2020-01-25T18:36:28Z
2003,BellSouth Classic,R2003022,2003-04-03,2003-04-06,STD,140,2020-01-25T18:36:28Z
2003,Masters Tournament,R2003014,2003-04-10,2003-04-13,STD,150,2020-01-25T18:36:28Z
2003,MCI Heritage,R2003012,2003-04-17,2003-04-20,STD,160,2020-01-25T18:36:28Z
2003,Shell Houston Open,R2003020,2003-04-24,2003-04-27,STD,170,2020-01-25T18:36:28Z
2003,HP Classic of New Orleans,R2003018,2003-05-01,2003-05-04,STD,180,2020-01-25T18:36:28Z
2003,Wachovia Championship,R2003480,2003-05-08,2003-05-11,STD,190,2020-01-25T18:36:28Z
2003,EDS Byron Nelson Championship,R2003019,2003-05-15,2003-05-18,STD,200,2020-01-25T18:36:28Z
2003,Bank of America Colonial,R2003021,2003-05-22,2003-05-25,STD,210,2020-01-25T18:36:28Z
2003,the Memorial Tournament,R2003023,2003-05-29,2003-06-01,STD,220,2020-01-25T18:36:28Z
2003,FBR Capital Open,R2003024,2003-06-05,2003-06-08,STD,230,2020-01-25T18:36:28Z
2003,U.S. Open Championship,R2003026,2003-06-12,2003-06-15,STD,240,2020-01-25T18:36:28Z
2003,Buick Classic,R2003027,2003-06-19,2003-06-22,STD,250,2020-01-25T18:36:28Z
2003,FedEx St. Jude Classic,R2003025,2003-06-26,2003-06-29,STD,260,2020-01-25T18:36:28Z
2003,100th Western Open presented by Golf Digest,R2003028,2003-07-03,2003-07-06,STD,270,2020-01-25T18:36:28Z
2003,Greater Milwaukee Open,R2003029,2003-07-10,2003-07-13,STD,280,2020-01-25T18:36:28Z
2003,B.C. Open,R2003037,2003-07-17,2003-07-20,STD,290,2020-01-25T18:36:28Z
2003,The Open Championship,R2003100,2003-07-17,2003-07-20,STD,300,2020-01-25T18:36:28Z
2003,Greater Hartford Open,R2003034,2003-07-24,2003-07-27,STD,310,2020-01-25T18:36:28Z
2003,Buick Open,R2003035,2003-07-31,2003-08-03,STD,320,2020-01-25T18:36:28Z
2003,The INTERNATIONAL,R2003056,2003-08-07,2003-08-10,STD,330,2020-01-25T18:36:28Z
2003,PGA Championship,R2003033,2003-08-14,2003-08-17,STD,340,2020-01-25T18:36:28Z
2003,Reno-Tahoe Open,R2003472,2003-08-21,2003-08-24,STD,350,2020-01-25T18:36:28Z
2003,World Golf Championships-NEC Invitational,R2003476,2003-08-21,2003-08-24,STD,360,2020-01-25T18:36:28Z
2003,Deutsche Bank Championship,R2003505,2003-08-29,2003-09-01,STD,370,2020-01-25T18:36:28Z
2003,Bell Canadian Open,R2003032,2003-09-04,2003-09-07,STD,380,2020-01-25T18:36:28Z
2003,John Deere Classic,R2003030,2003-09-11,2003-09-14,STD,390,2020-01-25T18:36:28Z
2003,84 Lumber Classic of Pennsylvania,R2003474,2003-09-18,2003-09-21,STD,400,2020-01-25T18:36:28Z
2003,Valero Texas Open,R2003041,2003-09-25,2003-09-28,STD,410,2020-01-25T18:36:28Z
2003,Southern Farm Bureau Classic,R2003054,2003-10-02,2003-10-05,STD,420,2020-01-25T18:36:28Z
2003,World Golf Championships-American Express Championship,R2003473,2003-10-02,2003-10-05,STD,430,2020-01-25T18:36:28Z
2003,Las Vegas Invitational,R2003047,2003-10-08,2003-10-12,STD,440,2020-01-25T18:36:28Z
2003,Chrysler Classic of Greensboro,R2003013,2003-10-16,2003-10-19,STD,450,2020-01-25T18:36:28Z
2003,FUNAI Classic at the WALT DISNEY WORLD Resort,R2003045,2003-10-23,2003-10-26,STD,460,2020-01-25T18:36:28Z
2003,Chrysler Championship,R2003475,2003-10-30,2003-11-02,STD,470,2020-01-25T18:36:28Z
2003,THE TOUR Championship presented by Coca-Cola,R2003060,2003-11-06,2003-11-09,STD,490,2020-01-25T18:36:28Z
2003,World Golf Championships-World Cup,R2003169,2003-11-13,2003-11-16,STD,500,2020-01-25T18:36:28Z
2003,Franklin Templeton Shootout,R2003058,2003-11-14,2003-11-16,STD,510,2020-01-25T18:36:28Z
2003,Presidents Cup,R2003500,2003-11-20,2003-11-23,STD,520,2020-01-25T18:36:28Z
2003,The ConAgra Foods Skins Game,R2003051,2003-11-29,2003-11-30,STD,530,2020-01-25T18:36:28Z
2003,PGA TOUR Qualifying Tournament,R2003088,2003-12-03,2003-12-08,STD,545,2020-01-25T18:36:28Z
2003,Target World Challenge presented by Williams,R2003478,2003-12-11,2003-12-14,STD,550,2020-01-25T18:36:28Z
2004,Mercedes Championships,R2004016,2004-01-08,2004-01-11,STD,10,2020-01-25T18:36:28Z
2004,Sony Open in Hawaii,R2004006,2004-01-15,2004-01-18,STD,20,2020-01-25T18:36:28Z
2004,Bob Hope Chrysler Classic,R2004002,2004-01-21,2004-01-25,STD,30,2020-01-25T18:36:28Z
2004,FBR Open,R2004003,2004-01-29,2004-02-01,STD,40,2020-01-25T18:36:28Z
2004,AT&T Pebble Beach National Pro-Am,R2004005,2004-02-05,2004-02-08,STD,50,2020-01-25T18:36:28Z
2004,Buick Invitational,R2004004,2004-02-12,2004-02-15,STD,60,2020-01-25T18:36:28Z
2004,Nissan Open,R2004007,2004-02-19,2004-02-22,STD,70,2020-01-25T18:36:28Z
2004,World Golf Championships-Accenture Match Play Championship,R2004470,2004-02-25,2004-02-29,STD,90,2020-01-25T18:36:28Z
2004,Chrysler Classic of Tucson,R2004001,2004-02-26,2004-02-29,STD,80,2020-01-25T18:36:28Z
2004,Ford Championship at Doral,R2004008,2004-03-04,2004-03-07,STD,100,2020-01-25T18:36:28Z
2004,The Honda Classic,R2004010,2004-03-11,2004-03-14,STD,110,2020-01-25T18:36:28Z
2004,Bay Hill Invitational Presented by MasterCard,R2004009,2004-03-18,2004-03-21,STD,120,2020-01-25T18:36:28Z
2004,THE PLAYERS Championship,R2004011,2004-03-25,2004-03-28,STD,130,2020-01-25T18:36:28Z
2004,BellSouth Classic,R2004022,2004-04-01,2004-04-04,STD,140,2020-01-25T18:36:28Z
2004,Masters Tournament,R2004014,2004-04-08,2004-04-11,STD,150,2020-01-25T18:36:28Z
2004,MCI Heritage,R2004012,2004-04-15,2004-04-18,STD,160,2020-01-25T18:36:28Z
2004,Shell Houston Open,R2004020,2004-04-22,2004-04-25,STD,170,2020-01-25T18:36:28Z
2004,HP Classic of New Orleans,R2004018,2004-04-29,2004-05-02,STD,180,2020-01-25T18:36:28Z
2004,Wachovia Championship,R2004480,2004-05-06,2004-05-09,STD,190,2020-01-25T18:36:28Z
2004,EDS Byron Nelson Championship,R2004019,2004-05-13,2004-05-16,STD,200,2020-01-25T18:36:28Z
2004,Bank of America Colonial,R2004021,2004-05-20,2004-05-23,STD,210,2020-01-25T18:36:28Z
2004,FedEx St. Jude Classic,R2004025,2004-05-27,2004-05-30,STD,220,2020-01-25T18:36:28Z
2004,the Memorial Tournament,R2004023,2004-06-03,2004-06-06,STD,230,2020-01-25T18:36:28Z
2004,Buick Classic,R2004027,2004-06-10,2004-06-13,STD,240,2020-01-25T18:36:28Z
2004,U.S. Open Championship,R2004026,2004-06-17,2004-06-20,STD,250,2020-01-25T18:36:28Z
2004,Booz Allen Classic,R2004024,2004-06-24,2004-06-27,STD,260,2020-01-25T18:36:28Z
2004,Cialis Western Open,R2004028,2004-07-01,2004-07-04,STD,270,2020-01-25T18:36:28Z
2004,John Deere Classic,R2004030,2004-07-08,2004-07-11,STD,280,2020-01-25T18:36:28Z
2004,B.C. Open,R2004037,2004-07-15,2004-07-18,STD,290,2020-01-25T18:36:28Z
2004,The Open Championship,R2004100,2004-07-15,2004-07-18,STD,300,2020-01-25T18:36:28Z
2004,U.S. Bank Championship in Milwaukee,R2004029,2004-07-22,2004-07-25,STD,310,2020-01-25T18:36:28Z
2004,Buick Open,R2004035,2004-07-29,2004-08-01,STD,320,2020-01-25T18:36:28Z
2004,The INTERNATIONAL,R2004056,2004-08-05,2004-08-08,STD,330,2020-01-25T18:36:28Z
2004,PGA Championship,R2004033,2004-08-12,2004-08-15,STD,340,2020-01-25T18:36:28Z
2004,Reno-Tahoe Open,R2004472,2004-08-19,2004-08-22,STD,350,2020-01-25T18:36:28Z
2004,World Golf Championships-NEC Invitational,R2004476,2004-08-19,2004-08-22,STD,360,2020-01-25T18:36:28Z
2004,Buick Championship,R2004034,2004-08-26,2004-08-29,STD,370,2020-01-25T18:36:28Z
2004,Deutsche Bank Championship,R2004505,2004-09-03,2004-09-06,STD,380,2020-01-25T18:36:28Z
2004,Bell Canadian Open,R2004032,2004-09-09,2004-09-12,STD,390,2020-01-25T18:36:28Z
2004,Valero Texas Open,R2004041,2004-09-16,2004-09-19,STD,400,2020-01-25T18:36:28Z
2004,Ryder Cup,R2004468,2004-09-17,2004-09-19,STD,410,2020-01-25T18:36:28Z
2004,84 LUMBER Classic,R2004474,2004-09-23,2004-09-26,STD,420,2020-01-25T18:36:28Z
2004,Southern Farm Bureau Classic,R2004054,2004-09-30,2004-10-03,STD,430,2020-01-25T18:36:28Z
2004,World Golf Championships-American Express Championship,R2004473,2004-09-30,2004-10-03,STD,440,2020-01-25T18:36:28Z
2004,Michelin Championship at Las Vegas,R2004047,2004-10-07,2004-10-10,STD,450,2020-01-25T18:36:28Z
2004,Chrysler Classic of Greensboro,R2004013,2004-10-14,2004-10-17,STD,460,2020-01-25T18:36:28Z
2004,FUNAI Classic at the WALT DISNEY WORLD Resort,R2004045,2004-10-21,2004-10-24,STD,470,2020-01-25T18:36:28Z
2004,Chrysler Championship,R2004475,2004-10-28,2004-10-31,STD,480,2020-01-25T18:36:28Z
2004,THE TOUR Championship presented by Coca-Cola,R2004060,2004-11-04,2004-11-07,STD,490,2020-01-25T18:36:28Z
2004,Tommy Bahama Challenge,R2004508,2004-11-09,2004-11-09,STD,495,2020-01-25T18:36:28Z
2004,Franklin Templeton Shootout,R2004058,2004-11-12,2004-11-14,STD,500,2020-01-25T18:36:28Z
2004,World Golf Championships-World Cup,R2004169,2004-11-18,2004-11-21,STD,510,2020-01-25T18:36:28Z
2004,Wendy's 3 Tour Challenge,R2004324,2004-11-22,2004-11-22,STD,511,2020-01-25T18:36:28Z
2004,Shinhan Korea Golf Championship,R2004506,2004-11-25,2004-11-28,STD,515,2020-01-25T18:36:28Z
2004,Merrill Lynch Skins Game,R2004051,2004-11-27,2004-11-28,STD,520,2020-01-25T18:36:28Z
2004,PGA TOUR Qualifying Tournament,R2004088,2004-12-01,2004-12-06,STD,525,2020-01-25T18:36:28Z
2004,Skills Challenge,R2004509,2004-12-03,2004-12-05,STD,521,2020-01-25T18:36:28Z
2004,Target World Challenge,R2004478,2004-12-09,2004-12-12,STD,530,2020-01-25T18:36:28Z
2005,Mercedes Championships,R2005016,2005-01-06,2005-01-09,STD,10,2020-01-25T18:36:28Z
2005,Sony Open in Hawaii,R2005006,2005-01-13,2005-01-16,STD,20,2020-01-25T18:36:28Z
2005,Buick Invitational,R2005004,2005-01-20,2005-01-23,STD,30,2020-01-25T18:36:28Z
2005,Bob Hope Chrysler Classic,R2005002,2005-01-26,2005-01-30,STD,40,2020-01-25T18:36:28Z
2005,FBR Open,R2005003,2005-02-03,2005-02-06,STD,50,2020-01-25T18:36:28Z
2005,AT&T Pebble Beach National Pro-Am,R2005005,2005-02-10,2005-02-13,STD,60,2020-01-25T18:36:28Z
2005,Nissan Open,R2005007,2005-02-17,2005-02-20,STD,70,2020-01-25T18:36:28Z
2005,World Golf Championships-Accenture Match Play Championship,R2005470,2005-02-23,2005-02-27,STD,90,2020-01-25T18:36:28Z
2005,Chrysler Classic of Tucson,R2005001,2005-02-24,2005-02-27,STD,80,2020-01-25T18:36:28Z
2005,Ford Championship at Doral,R2005008,2005-03-03,2005-03-06,STD,100,2020-01-25T18:36:28Z
2005,The Honda Classic,R2005010,2005-03-10,2005-03-13,STD,110,2020-01-25T18:36:28Z
2005,Bay Hill Invitational Presented by MasterCard,R2005009,2005-03-17,2005-03-20,STD,120,2020-01-25T18:36:28Z
2005,THE PLAYERS Championship,R2005011,2005-03-24,2005-03-27,STD,130,2020-01-25T18:36:28Z
2005,BellSouth Classic,R2005022,2005-03-31,2005-04-03,STD,140,2020-01-25T18:36:28Z
2005,Masters Tournament,R2005014,2005-04-07,2005-04-10,STD,150,2020-01-25T18:36:28Z
2005,MCI Heritage,R2005012,2005-04-14,2005-04-17,STD,160,2020-01-25T18:36:28Z
2005,Shell Houston Open,R2005020,2005-04-21,2005-04-24,STD,170,2020-01-25T18:36:28Z
2005,Zurich Classic of New Orleans,R2005018,2005-04-28,2005-05-01,STD,180,2020-01-25T18:36:28Z
2005,Wachovia Championship,R2005480,2005-05-05,2005-05-08,STD,190,2020-01-25T18:36:28Z
2005,EDS Byron Nelson Championship,R2005019,2005-05-12,2005-05-15,STD,200,2020-01-25T18:36:28Z
2005,Bank of America Colonial,R2005021,2005-05-19,2005-05-22,STD,210,2020-01-25T18:36:28Z
2005,FedEx St. Jude Classic,R2005025,2005-05-26,2005-05-29,STD,220,2020-01-25T18:36:28Z
2005,the Memorial Tournament,R2005023,2005-06-02,2005-06-05,STD,230,2020-01-25T18:36:28Z
2005,Booz Allen Classic,R2005024,2005-06-09,2005-06-12,STD,240,2020-01-25T18:36:28Z
2005,U.S. Open Championship,R2005026,2005-06-16,2005-06-19,STD,250,2020-01-25T18:36:28Z
2005,Barclays Classic,R2005027,2005-06-23,2005-06-26,STD,260,2020-01-25T18:36:28Z
2005,Cialis Western Open,R2005028,2005-06-30,2005-07-03,STD,270,2020-01-25T18:36:28Z
2005,John Deere Classic,R2005030,2005-07-07,2005-07-10,STD,280,2020-01-25T18:36:28Z
2005,B.C. Open,R2005037,2005-07-14,2005-07-17,STD,290,2020-01-25T18:36:28Z
2005,The Open Championship,R2005100,2005-07-14,2005-07-17,STD,300,2020-01-25T18:36:28Z
2005,U.S. Bank Championship in Milwaukee,R2005029,2005-07-21,2005-07-24,STD,310,2020-01-25T18:36:28Z
2005,Buick Open,R2005035,2005-07-28,2005-07-31,STD,320,2020-01-25T18:36:28Z
2005,The INTERNATIONAL,R2005056,2005-08-04,2005-08-07,STD,330,2020-01-25T18:36:28Z
2005,PGA Championship,R2005033,2005-08-11,2005-08-14,STD,340,2020-01-25T18:36:28Z
2005,Reno-Tahoe Open,R2005472,2005-08-18,2005-08-21,STD,350,2020-01-25T18:36:28Z
2005,World Golf Championships-NEC Invitational,R2005476,2005-08-18,2005-08-21,STD,360,2020-01-25T18:36:28Z
2005,Buick Championship,R2005034,2005-08-25,2005-08-28,STD,370,2020-01-25T18:36:28Z
2005,Deutsche Bank Championship,R2005505,2005-09-02,2005-09-05,STD,380,2020-01-25T18:36:28Z
2005,Bell Canadian Open,R2005032,2005-09-08,2005-09-11,STD,390,2020-01-25T18:36:28Z
2005,84 LUMBER Classic,R2005474,2005-09-15,2005-09-18,STD,400,2020-01-25T18:36:28Z
2005,Valero Texas Open,R2005041,2005-09-22,2005-09-25,STD,410,2020-01-25T18:36:28Z
2005,Presidents Cup,R2005500,2005-09-22,2005-09-25,STD,420,2020-01-25T18:36:28Z
2005,Chrysler Classic of Greensboro,R2005013,2005-09-29,2005-10-02,STD,430,2020-01-25T18:36:28Z
2005,World Golf Championships-American Express Championship,R2005473,2005-10-06,2005-10-09,STD,450,2020-01-25T18:36:28Z
2005,Michelin Championship at Las Vegas,R2005047,2005-10-13,2005-10-16,STD,460,2020-01-25T18:36:28Z
2005,FUNAI Classic at the WALT DISNEY WORLD Resort,R2005045,2005-10-20,2005-10-23,STD,470,2020-01-25T18:36:28Z
2005,Chrysler Championship,R2005475,2005-10-27,2005-10-30,STD,480,2020-01-25T18:36:28Z
2005,Southern Farm Bureau Classic,R2005054,2005-11-03,2005-11-06,STD,485,2020-01-25T18:36:28Z
2005,THE TOUR Championship presented by Coca-Cola,R2005060,2005-11-03,2005-11-06,STD,490,2020-01-25T18:36:28Z
2005,Tommy Bahama Challenge,R2005508,2005-11-08,2005-11-08,STD,500,2020-01-25T18:36:28Z
2005,Franklin Templeton Shootout,R2005058,2005-11-11,2005-11-13,STD,510,2020-01-25T18:36:28Z
2005,ADT Skills Challenge,R2005509,2005-11-14,2005-11-15,STD,515,2020-01-25T18:36:28Z
2005,Wendy's 3 Tour Challenge,R2005324,2005-11-14,2005-11-15,STD,516,2020-01-25T18:36:28Z
2005,World Golf Championships-Algarve World Cup in Portugal,R2005169,2005-11-17,2005-11-20,STD,520,2020-01-25T18:36:28Z
2005,Merrill Lynch Skins Game,R2005051,2005-11-26,2005-11-27,STD,530,2020-01-25T18:36:28Z
2005,PGA TOUR Qualifying Tournament,R2005088,2005-11-30,2005-12-05,STD,540,2020-01-25T18:36:28Z
2005,Bard Capital Challenge,R2005510,2005-12-04,2005-12-04,STD,535,2020-01-25T18:36:28Z
2005,Target World Challenge presented by Countrywide,R2005478,2005-12-08,2005-12-11,STD,550,2020-01-25T18:36:28Z
2006,Mercedes Championships,R2006016,2006-01-05,2006-01-08,STD,10,2020-01-25T18:36:28Z
2006,Sony Open in Hawaii,R2006006,2006-01-12,2006-01-15,STD,20,2020-01-25T18:36:28Z
2006,Bob Hope Chrysler Classic,R2006002,2006-01-18,2006-01-22,STD,30,2020-01-25T18:36:28Z
2006,Buick Invitational,R2006004,2006-01-26,2006-01-29,STD,40,2020-01-25T18:36:28Z
2006,FBR Open,R2006003,2006-02-02,2006-02-05,STD,50,2020-01-25T18:36:28Z
2006,AT&T Pebble Beach National Pro-Am,R2006005,2006-02-09,2006-02-12,STD,60,2020-01-25T18:36:28Z
2006,Nissan Open,R2006007,2006-02-16,2006-02-19,STD,70,2020-01-25T18:36:28Z
2006,World Golf Championships-Accenture Match Play Championship,R2006470,2006-02-22,2006-02-26,STD,90,2020-01-25T18:36:28Z
2006,Chrysler Classic of Tucson,R2006001,2006-02-23,2006-02-26,STD,80,2020-01-25T18:36:28Z
2006,Ford Championship at Doral,R2006008,2006-03-02,2006-03-05,STD,100,2020-01-25T18:36:28Z
2006,The Honda Classic,R2006010,2006-03-09,2006-03-12,STD,110,2020-01-25T18:36:28Z
2006,Bay Hill Invitational Presented by MasterCard,R2006009,2006-03-16,2006-03-19,STD,120,2020-01-25T18:36:28Z
2006,THE PLAYERS Championship,R2006011,2006-03-23,2006-03-26,STD,130,2020-01-25T18:36:28Z
2006,BellSouth Classic,R2006022,2006-03-30,2006-04-02,STD,140,2020-01-25T18:36:28Z
2006,Masters Tournament,R2006014,2006-04-06,2006-04-09,STD,150,2020-01-25T18:36:28Z
2006,Verizon Heritage,R2006012,2006-04-13,2006-04-16,STD,160,2020-01-25T18:36:28Z
2006,Shell Houston Open,R2006020,2006-04-20,2006-04-23,STD,170,2020-01-25T18:36:28Z
2006,Zurich Classic of New Orleans,R2006018,2006-04-27,2006-04-30,STD,180,2020-01-25T18:36:28Z
2006,Wachovia Championship,R2006480,2006-05-04,2006-05-07,STD,190,2020-01-25T18:36:28Z
2006,EDS Byron Nelson Championship,R2006019,2006-05-11,2006-05-14,STD,200,2020-01-25T18:36:28Z
2006,Bank of America Colonial,R2006021,2006-05-18,2006-05-21,STD,210,2020-01-25T18:36:28Z
2006,FedEx St. Jude Classic,R2006025,2006-05-25,2006-05-28,STD,220,2020-01-25T18:36:28Z
2006,the Memorial Tournament,R2006023,2006-06-01,2006-06-04,STD,230,2020-01-25T18:36:28Z
2006,Barclays Classic,R2006027,2006-06-08,2006-06-11,STD,240,2020-01-25T18:36:28Z
2006,U.S. Open Championship,R2006026,2006-06-15,2006-06-18,STD,250,2020-01-25T18:36:28Z
2006,Booz Allen Classic,R2006024,2006-06-22,2006-06-25,STD,260,2020-01-25T18:36:28Z
2006,Buick Championship,R2006034,2006-06-29,2006-07-02,STD,270,2020-01-25T18:36:28Z
2006,Cialis Western Open,R2006028,2006-07-06,2006-07-09,STD,280,2020-01-25T18:36:28Z
2006,John Deere Classic,R2006030,2006-07-13,2006-07-16,STD,290,2020-01-25T18:36:28Z
2006,B.C. Open presented by Turning Stone Resort,R2006037,2006-07-20,2006-07-23,STD,300,2020-01-25T18:36:28Z
2006,The Open Championship,R2006100,2006-07-20,2006-07-23,STD,310,2020-01-25T18:36:28Z
2006,U.S. Bank Championship in Milwaukee,R2006029,2006-07-27,2006-07-30,STD,320,2020-01-25T18:36:28Z
2006,Buick Open,R2006035,2006-08-03,2006-08-06,STD,330,2020-01-25T18:36:28Z
2006,The INTERNATIONAL,R2006056,2006-08-10,2006-08-13,STD,340,2020-01-25T18:36:28Z
2006,PGA Championship,R2006033,2006-08-17,2006-08-20,STD,350,2020-01-25T18:36:28Z
2006,Reno-Tahoe Open,R2006472,2006-08-24,2006-08-27,STD,360,2020-01-25T18:36:28Z
2006,World Golf Championships-Bridgestone Invitational,R2006476,2006-08-24,2006-08-27,STD,370,2020-01-25T18:36:28Z
2006,Deutsche Bank Championship,R2006505,2006-09-01,2006-09-04,STD,380,2020-01-25T18:36:28Z
2006,Canadian Open,R2006032,2006-09-07,2006-09-10,STD,390,2020-01-25T18:36:28Z
2006,84 LUMBER Classic,R2006474,2006-09-14,2006-09-17,STD,400,2020-01-25T18:36:28Z
2006,Valero Texas Open,R2006041,2006-09-21,2006-09-24,STD,410,2020-01-25T18:36:28Z
2006,Ryder Cup,R2006468,2006-09-22,2006-09-24,STD,420,2020-01-25T18:36:28Z
2006,Southern Farm Bureau Classic,R2006054,2006-09-28,2006-10-01,STD,430,2020-01-25T18:36:28Z
2006,World Golf Championships-American Express Championship,R2006473,2006-09-28,2006-10-01,STD,440,2020-01-25T18:36:28Z
2006,Chrysler Classic of Greensboro,R2006013,2006-10-05,2006-10-08,STD,450,2020-01-25T18:36:28Z
2006,Frys.com Open,R2006047,2006-10-12,2006-10-15,STD,460,2020-01-25T18:36:28Z
2006,FUNAI Classic at the WALT DISNEY WORLD Resort,R2006045,2006-10-19,2006-10-22,STD,470,2020-01-25T18:36:28Z
2006,Chrysler Championship,R2006475,2006-10-26,2006-10-29,STD,480,2020-01-25T18:36:28Z
2006,THE TOUR Championship presented by Coca-Cola,R2006060,2006-11-02,2006-11-05,STD,490,2020-01-25T18:36:28Z
2006,Merrill Lynch Shootout,R2006058,2006-11-10,2006-11-12,STD,510,2020-01-25T18:36:28Z
2006,ADT Skills Challenge,R2006509,2006-11-13,2006-11-13,STD,520,2020-01-25T18:36:28Z
2006,Wendy's 3 Tour Challenge,R2006324,2006-11-13,2006-11-14,STD,525,2020-01-25T18:36:28Z
2006,LG SKINS GAME,R2006051,2006-11-25,2006-11-26,STD,540,2020-01-25T18:36:28Z
2006,PGA TOUR Qualifying Tournament,R2006088,2006-11-29,2006-12-04,STD,545,2020-01-25T18:36:28Z
2006,World Golf Championships-Barbados World Cup,R2006169,2006-12-07,2006-12-10,STD,550,2020-01-25T18:36:28Z
2006,Target World Challenge presented by Countrywide,R2006478,2006-12-14,2006-12-17,STD,560,2020-01-25T18:36:28Z
2007,Mercedes-Benz Championship,R2007016,2007-01-04,2007-01-07,STD,10,2020-01-25T18:36:28Z
2007,Sony Open in Hawaii,R2007006,2007-01-11,2007-01-14,STD,20,2020-01-25T18:36:28Z
2007,Bob Hope Chrysler Classic,R2007002,2007-01-17,2007-01-21,STD,30,2020-01-25T18:36:28Z
2007,Buick Invitational,R2007004,2007-01-25,2007-01-28,STD,40,2020-01-25T18:36:28Z
2007,FBR Open,R2007003,2007-02-01,2007-02-04,STD,50,2020-01-25T18:36:28Z
2007,AT&T Pebble Beach National Pro-Am,R2007005,2007-02-08,2007-02-11,STD,60,2020-01-25T18:36:28Z
2007,Nissan Open,R2007007,2007-02-15,2007-02-18,STD,70,2020-01-25T18:36:28Z
2007,World Golf Championships-Accenture Match Play Championship,R2007470,2007-02-21,2007-02-25,WGC,90,2020-01-25T18:36:28Z
2007,Mayakoba Golf Classic at Riviera Maya-Cancun,R2007457,2007-02-22,2007-02-25,ALT,80,2020-01-25T18:36:28Z
2007,The Honda Classic,R2007010,2007-03-01,2007-03-04,STD,100,2020-01-25T18:36:28Z
2007,PODS Championship,R2007475,2007-03-08,2007-03-11,STD,110,2020-01-25T18:36:28Z
2007,Arnold Palmer Invitational presented by MasterCard,R2007009,2007-03-15,2007-03-18,STD,120,2020-01-25T18:36:28Z
2007,World Golf Championships-CA Championship,R2007473,2007-03-22,2007-03-25,WGC,130,2020-01-25T18:36:28Z
2007,Shell Houston Open,R2007020,2007-03-29,2007-04-01,STD,140,2020-01-25T18:36:28Z
2007,Masters Tournament,R2007014,2007-04-05,2007-04-08,MJR,150,2020-01-25T18:36:28Z
2007,Verizon Heritage,R2007012,2007-04-12,2007-04-15,STD,160,2020-01-25T18:36:28Z
2007,Zurich Classic of New Orleans,R2007018,2007-04-19,2007-04-22,STD,170,2020-01-25T18:36:28Z
2007,EDS Byron Nelson Championship,R2007019,2007-04-26,2007-04-29,STD,180,2020-01-25T18:36:28Z
2007,Wachovia Championship,R2007480,2007-05-03,2007-05-06,STD,190,2020-01-25T18:36:28Z
2007,THE PLAYERS Championship,R2007011,2007-05-10,2007-05-13,MJR,200,2020-01-25T18:36:28Z
2007,AT&T Classic,R2007022,2007-05-17,2007-05-20,STD,210,2020-01-25T18:36:28Z
2007,Crowne Plaza Invitational at Colonial,R2007021,2007-05-24,2007-05-27,STD,220,2020-01-25T18:36:28Z
2007,the Memorial Tournament presented by Morgan Stanley,R2007023,2007-05-31,2007-06-03,STD,230,2020-01-25T18:36:28Z
2007,Stanford St. Jude Championship,R2007025,2007-06-07,2007-06-10,STD,240,2020-01-25T18:36:28Z
2007,U.S. Open Championship,R2007026,2007-06-14,2007-06-17,MJR,250,2020-01-25T18:36:28Z
2007,Travelers Championship,R2007034,2007-06-21,2007-06-24,STD,260,2020-01-25T18:36:28Z
2007,Buick Open,R2007035,2007-06-28,2007-07-01,STD,270,2020-01-25T18:36:28Z
2007,AT&T National,R2007471,2007-07-05,2007-07-08,STD,280,2020-01-25T18:36:28Z
2007,John Deere Classic,R2007030,2007-07-12,2007-07-15,STD,290,2020-01-25T18:36:28Z
2007,U.S. Bank Championship in Milwaukee,R2007029,2007-07-19,2007-07-22,ALT,300,2020-01-25T18:36:28Z
2007,The Open Championship,R2007100,2007-07-19,2007-07-22,MJR,310,2020-01-25T18:36:28Z
2007,Canadian Open presented by Franklin Templeton Investments,R2007032,2007-07-26,2007-07-29,STD,320,2020-01-25T18:36:28Z
